reservation_id,customer_id,reservation_time,party_size,seating_area,special_requests,status,duration,occasion,preferred_server,table_preference
292e1689-1c01-45bb-8144-8967671999d6,42e165d8-1bdd-490b-8ad9-266e20d73f8b,2025-07-23 17:30:04.759576,2,outdoor_patio,[],confirmed,90,business_meeting,Michael Brown,2-top
ba528e44-453f-448e-9325-e23aad00e73b,ad46865f-cb99-45c9-9af3-e08db8ddbb3a,2025-07-19 12:00:04.759664,2,main_dining,[],cancelled,90,special_celebration,David Wilson,bar
4088b746-0f6b-46e9-88b5-2eecedc08cae,4c205b7e-2d6e-446a-ba94-1adca388fee2,2025-07-07 17:15:04.759751,2,main_dining,[],pending,90,anniversary,Jennifer Martinez,bar
f959bb7e-3d73-40f1-a37f-4805d5b3ace4,0d2d9b63-75e6-481b-a097-cf89626df687,2025-07-15 17:45:04.759838,2,bar,[],confirmed,90,business_meeting,Emily Davis,booth
3d6875bd-2686-4aed-bf46-e162c175d2de,145c5cbf-3cec-49cf-af82-13baa823cb63,2025-07-12 11:30:04.759925,2,main_dining,['wheelchair accessible'],pending,90,regular_dining,Michael Brown,booth
d0eef384-ca5b-4d6d-898b-45f8bb861546,12db8b4f-ca66-4da3-b2c7-6d2d74534d0b,2025-07-23 18:45:04.760020,1,main_dining,[],confirmed,75,birthday,Lisa Anderson,booth
83142b20-f3bb-4798-9a0e-1a3de544ef9e,a8fe2707-6fcf-49ac-a140-fae35b5b7710,2025-07-29 21:00:04.760109,4,main_dining,[],cancelled,120,regular_dining,Sarah Johnson,4-top
78fa04a6-bf27-41cd-8b04-fda8e6bed22b,5488819e-fbc5-4351-8604-0954e3f299c0,2025-07-19 15:00:04.760199,4,main_dining,[],cancelled,120,regular_dining,James Taylor,booth
892b5fb2-b5ca-4d14-a4ee-63c39565f9c4,001da8d8-1600-4a2a-b8ca-23c5919f3385,2025-07-09 13:00:04.760283,2,main_dining,[],confirmed,90,anniversary,Sarah Johnson,2-top
941576ce-1f3d-458f-8f04-41920c7a3048,f298cdd1-3975-4f40-b855-5779fe8d3657,2025-07-11 16:45:04.760370,8,private_room,[],confirmed,180,regular_dining,Michael Brown,8-top
822eb83f-1381-477c-8755-cb45f78d9833,13cf5773-0aee-4b97-adc3-b099a01ea820,2025-07-24 18:00:04.760456,2,main_dining,"['anniversary celebration', 'high chair', 'allergy considerations']",cancelled,90,birthday,David Wilson,2-top
4cabc267-6595-49f0-b1ad-9f1bca909846,b120e3a7-74d8-43e1-8f94-90b4b19638b7,2025-07-28 17:45:04.760547,9,private_room,[],pending,195,birthday,Michael Brown,9-top
eeb33d51-6863-43d2-9717-6b17e4b411ad,17f1a2fb-c369-42ef-9aeb-afbc7d7778f9,2025-07-10 17:00:04.760633,2,outdoor_patio,[],confirmed,90,anniversary,Michael Brown,booth
38d243d6-0171-4969-8742-250840402049,b120e3a7-74d8-43e1-8f94-90b4b19638b7,2025-07-25 13:45:04.760718,4,main_dining,[],confirmed,120,business_meeting,John Smith,booth
6d3666d7-6dea-493f-87b8-694261db1541,ecd974a4-ddd1-4303-bbfd-882902251c4b,2025-07-07 16:15:04.760805,3,outdoor_patio,[],pending,105,regular_dining,John Smith,4-top
6d9d88f4-e82e-487f-9807-2740493df64d,37fb3164-6acc-4921-a5b1-b4375cd08a9c,2025-07-07 15:30:04.760891,3,main_dining,[],cancelled,105,regular_dining,Jennifer Martinez,4-top
0e66297d-4185-480a-891a-10335948a095,3f18bbe7-c878-4f49-9224-98ee5b3c593e,2025-07-11 15:15:04.760977,2,main_dining,['birthday celebration'],cancelled,90,regular_dining,Jennifer Martinez,2-top
622f8a68-317c-4933-8d3a-f6996e16a093,1de53b46-e12f-42c3-a10a-d090fb0932ec,2025-07-25 14:00:04.761070,4,main_dining,[],confirmed,120,special_celebration,John Smith,4-top
c7fbe9e9-d11c-4750-bc4a-2c9f7c0ae423,bf46f513-eb3a-447a-b535-869aed7215d2,2025-07-07 20:00:04.761156,4,main_dining,[],pending,120,regular_dining,Michael Brown,4-top
957f6758-ef5c-452c-bf7e-4c5d705216e9,e3493e1e-456e-483c-b691-aeb30151f3a6,2025-07-30 11:30:04.761243,4,main_dining,['booth'],pending,120,regular_dining,James Taylor,booth
b7235239-967a-40f6-ad7b-caa8a85ec2ec,eea34cc5-1afe-4794-8899-58cfc48d323e,2025-07-25 16:45:04.761330,2,outdoor_patio,[],cancelled,90,regular_dining,John Smith,bar
524d9cf9-98cc-4910-bcf0-717fcb7e178a,e2d987ca-6fda-4e3e-a03b-4df32ba4a257,2025-07-03 21:45:04.761416,5,main_dining,['high chair'],cancelled,135,birthday,Sarah Johnson,6-top
c8ceda74-1b79-437c-a3c6-9e4f4e59d39d,8f29d6e5-92bd-4e6a-86c2-233714bbdd16,2025-07-14 21:15:04.761513,2,main_dining,[],confirmed,90,business_meeting,Emily Davis,booth
b73ef224-0ca5-47e7-beca-5b8d8f7b94c6,506d049c-a190-4287-8a13-139c6bbbaecf,2025-07-14 16:45:04.761715,2,main_dining,[],pending,90,regular_dining,Michael Brown,2-top
a27ac170-10d5-4e80-953c-597b003ad57f,841cacb6-2822-46f2-a43b-6411e355a7a5,2025-07-12 14:00:04.761872,4,outdoor_patio,[],cancelled,120,business_meeting,Michael Brown,4-top
10130dd1-9971-4a8e-908e-e84c2d07e798,3f6e06dd-22bd-4ed2-a294-e1c15e86d3ee,2025-07-28 12:30:04.761993,2,bar,['allergy considerations'],cancelled,90,regular_dining,David Wilson,bar
41673c66-910f-453c-95e6-1d5ccf8328a8,bb868d9f-102b-413e-af64-9959bc05b0e7,2025-07-03 12:30:04.762106,4,outdoor_patio,[],cancelled,120,special_celebration,James Taylor,booth
9b08b71b-6dd7-4ed9-9854-206e90ebc48b,5ceffcba-b4bc-40b4-b4f5-db7eabb317bf,2025-07-12 12:30:04.762208,6,main_dining,"['booth', 'allergy considerations']",cancelled,150,regular_dining,Michael Brown,6-top
2dba22bb-23d7-4abf-8eb8-b69a50accaf4,001da8d8-1600-4a2a-b8ca-23c5919f3385,2025-07-24 11:45:04.762313,6,main_dining,[],cancelled,150,anniversary,Lisa Anderson,6-top
46d6c800-3eb5-4a76-8e4a-df215d8d8456,5087b00e-c4f9-48ca-a1f9-2b2b1e9eb6ac,2025-07-07 12:30:04.762411,2,outdoor_patio,[],cancelled,90,regular_dining,David Wilson,bar
4b2d865f-d5a1-4c1d-b0fc-9cb8083efa68,141b6e73-5b05-405a-b34f-961d5dc85562,2025-07-25 17:45:04.762510,3,main_dining,['anniversary celebration'],cancelled,105,regular_dining,James Taylor,booth
9c7213a6-1fb1-4d13-9046-d47d70f4fbb2,da3e8adf-4773-4222-aedb-d3bbe38dfad0,2025-07-18 12:15:04.762609,4,main_dining,"['booth', 'window seat', 'quiet table']",confirmed,120,special_celebration,Emily Davis,booth
59f41f60-a367-479a-bfb8-d5c4159bcd99,7a2c15d7-e973-4fb2-995f-bfef169d9102,2025-07-18 19:15:04.762751,2,bar,[],pending,90,regular_dining,Jennifer Martinez,2-top
acde338a-e674-4069-8bc8-e146b430bd8f,3db6d356-ef6e-4c25-b867-081113ba2aad,2025-07-06 19:45:04.762871,2,bar,"['birthday celebration', 'anniversary celebration', 'wheelchair accessible']",confirmed,90,special_celebration,Emily Davis,2-top
e013ff35-fbf5-499e-8d6e-803b9eb0f2db,2dc470e1-e763-4cc7-89b1-aa8814c554e5,2025-07-29 14:15:04.762984,2,main_dining,"['birthday celebration', 'anniversary celebration']",cancelled,90,anniversary,Emily Davis,2-top
031c3f8b-9373-46b0-b832-00326b742694,110d48cc-ec5a-4659-b1d4-28f8dbfc074f,2025-06-30 11:45:04.763088,2,main_dining,['high chair'],cancelled,90,birthday,David Wilson,booth
5b39190a-aab4-4da3-816c-28777aaa3f38,bcb5aaad-b88f-43cd-9977-f46fd7192d7f,2025-07-16 19:15:04.763187,3,outdoor_patio,"['anniversary celebration', 'window seat', 'booth']",pending,105,regular_dining,Jennifer Martinez,booth
b3852977-4eaa-4f48-b22d-af82ac3de7f6,f34d3fa8-64a3-4ab0-a4ba-fef5c0b9f532,2025-07-30 11:30:04.763340,7,private_room,[],cancelled,165,regular_dining,Lisa Anderson,7-top
ca6d6035-8cb2-456d-bd3c-d699771a6f0d,3bee45f5-57be-4c0e-bf79-a6b06cf5a53f,2025-07-16 17:30:04.763493,2,bar,[],cancelled,90,regular_dining,James Taylor,bar
1f19e7fe-7b4f-4f84-820c-31d4fd3f6ec1,187af3ca-c9b0-4db2-8cc1-4d183e7df0d6,2025-07-05 18:45:04.763609,2,bar,"['booth', 'high chair']",pending,90,business_meeting,Sarah Johnson,booth
5bf61c22-c7d9-4775-af9f-d8507237b3ed,cfb92f5a-6e5e-4929-86ec-f834ec4de63b,2025-07-18 16:00:04.763720,4,main_dining,"['quiet table', 'booth']",confirmed,120,regular_dining,Jennifer Martinez,booth
c4e42b6e-f803-4509-af53-68bed9999880,c22a4797-ad7f-416c-aee2-cb6ea1869168,2025-07-30 21:00:04.763824,2,outdoor_patio,[],pending,90,anniversary,Lisa Anderson,bar
eba219bf-439b-4616-9053-c36cfc732659,afbbf336-8874-448e-a4c8-faf2ee06ebf9,2025-07-05 21:30:04.763922,4,main_dining,[],confirmed,120,regular_dining,Michael Brown,4-top
e3007418-06d8-4558-ba19-73eea75e0f70,3cb3d6e1-2e5f-4ce5-b7ad-0461c2c5b881,2025-07-01 18:15:04.764020,4,main_dining,[],confirmed,120,regular_dining,Jennifer Martinez,booth
cb191ca5-e1a1-417e-83f0-828149d8ee5f,c90b7495-f5d0-4596-8071-4a1f45e28259,2025-07-28 12:15:04.764116,3,main_dining,"['birthday celebration', 'booth', 'quiet table']",confirmed,105,regular_dining,Sarah Johnson,booth
3554d404-c150-4669-9c12-2bf1ce9120f5,cc1559e8-7ab0-485a-93f2-0fbbf665f646,2025-07-16 13:30:04.764215,4,outdoor_patio,[],confirmed,120,regular_dining,Lisa Anderson,4-top
dbca511c-3808-4367-9c3f-496e8ffd0bf6,a0edbb32-a202-4eb9-a9e6-fbd7ea2c25ef,2025-07-17 11:00:04.764307,5,main_dining,[],pending,135,anniversary,Sarah Johnson,6-top
1f0bf2f9-5324-4702-973b-ddea05664421,4facde72-f1da-4b98-abc8-c5590042f77a,2025-07-04 17:45:04.764397,4,main_dining,[],cancelled,120,regular_dining,Lisa Anderson,booth
0de5210e-cb8c-4139-ac0e-50270fd6287f,742ac589-2d61-4cb3-8030-ccb6f8bf33b1,2025-07-23 15:45:04.764486,2,main_dining,[],cancelled,90,regular_dining,Lisa Anderson,2-top
80b2347b-64d7-4298-b0d3-656bb981d5ee,cf327f6a-de49-42d8-93d5-1fe49e92c594,2025-07-18 20:15:04.764575,2,main_dining,[],confirmed,90,regular_dining,David Wilson,2-top
efc0eae8-57c8-4a43-bc1c-da8721939029,98e3d03f-cb9d-40fa-8e94-5647e33ee67b,2025-07-21 16:45:04.764663,3,main_dining,[],confirmed,105,regular_dining,David Wilson,booth
828b7fac-8f4c-4fca-a18f-ef009bef004f,a866d404-5456-4385-83a0-c5e31e5e239a,2025-07-26 15:15:04.764752,3,main_dining,[],confirmed,105,regular_dining,James Taylor,booth
eb16789d-85f1-4612-84a5-1e8001d273aa,899f26de-0034-49ff-80b2-957df2cc4e35,2025-06-30 11:15:04.764839,2,main_dining,['window seat'],no_show,90,regular_dining,Lisa Anderson,bar
64163570-5620-4a81-8b2d-218d06b00d57,78cb34a3-3923-403a-863a-f81bc9cf8c80,2025-07-29 16:45:04.764932,3,outdoor_patio,[],confirmed,105,business_meeting,Jennifer Martinez,4-top
a5de509d-9e38-4692-b47d-a340a5ffc272,89437a13-9dd5-478f-8e5d-4dd77ab2e4a1,2025-07-16 12:30:04.765018,4,main_dining,[],cancelled,120,regular_dining,Lisa Anderson,4-top
7832f65c-b9f6-41da-8d16-c8549b9961c7,55cb2e69-704f-4f0a-b322-a3c025048f3e,2025-07-01 14:30:04.765107,2,outdoor_patio,[],confirmed,90,birthday,Emily Davis,booth
f983eee7-0649-48cb-954a-29773413881d,b9bfaf8e-468c-487b-a381-5b44d3d6ca48,2025-06-30 11:00:04.765191,2,main_dining,[],cancelled,90,business_meeting,Jennifer Martinez,bar
3f02b4b4-05f6-4d4b-857c-66b11f89a037,3ab935be-0056-4afa-af75-19e40fc87d97,2025-07-23 14:45:04.765278,4,main_dining,"['booth', 'anniversary celebration', 'wheelchair accessible']",cancelled,120,anniversary,John Smith,booth
0a5b6eca-dbe6-4735-8aa3-aeb9c2e0fe34,c52669d3-0d85-4ea4-9eb1-d3813913e540,2025-07-12 12:15:04.765372,2,outdoor_patio,[],confirmed,90,birthday,David Wilson,bar
c824575c-a6dc-4bdf-a34e-3012307375cc,0fb77d5c-2dbf-4c77-b0f6-a87bfe0de21e,2025-07-18 13:00:04.765460,8,private_room,['high chair'],cancelled,180,anniversary,James Taylor,8-top
0be33816-7fc4-4ccb-92a3-2f511ab2e706,6816fd22-d634-44ab-81e3-79f92fce363b,2025-07-06 21:45:04.765552,2,bar,[],cancelled,90,regular_dining,John Smith,bar
52de067d-b17a-4915-8441-b1f414ba462b,3814b364-2243-4880-8c0f-dea03d68f659,2025-07-08 14:30:04.765637,4,main_dining,[],pending,120,regular_dining,Michael Brown,4-top
e93a9470-36b4-4a90-a3c3-77f1e9a63415,79e4c5c8-d215-41e5-ac91-d4a6fcc78417,2025-07-20 13:30:04.765725,2,main_dining,[],pending,90,birthday,John Smith,2-top
9ad7c476-de9b-4682-b537-99b7c832902c,7ae4b424-824f-40e2-8e82-945a2868ce91,2025-07-10 20:45:04.765813,3,main_dining,[],cancelled,105,regular_dining,James Taylor,booth
9ba900b2-3c05-4e81-9e9e-370d4e1c1311,87f21b52-2131-44fe-a0a3-937204bb16f2,2025-07-05 15:45:04.765901,2,main_dining,"['high chair', 'anniversary celebration']",cancelled,90,regular_dining,John Smith,booth
ee95ab92-6004-4cd0-87bc-a4223672a5b0,8c4a0dd1-1c20-4b58-992f-92d2b8da7c10,2025-07-20 19:30:04.765990,4,main_dining,[],pending,120,anniversary,Jennifer Martinez,4-top
26f9d90f-9d8a-49a1-9029-03562a57ceb1,9069bf4c-085f-4871-ac10-b9e97256e61b,2025-07-01 17:00:04.766078,2,bar,['anniversary celebration'],cancelled,90,regular_dining,Lisa Anderson,2-top
16c20143-429d-4dad-8112-217015e0a40e,bd45057e-48a8-4dec-9d47-0d2a6956326a,2025-07-19 18:30:04.766165,2,bar,[],pending,90,regular_dining,Lisa Anderson,2-top
7d627468-62ba-4dc7-96d6-4e6ca9c81302,92c6c4c8-7dd0-4e4f-95f9-7efa8e3c8f9e,2025-07-06 19:00:04.766250,4,main_dining,[],cancelled,120,regular_dining,John Smith,4-top
25a3089f-f41e-4abf-ae14-e528efa2e210,0b40235c-662d-4a3a-b607-6567218a5f50,2025-07-05 18:45:04.766336,4,main_dining,[],cancelled,120,special_celebration,David Wilson,booth
a7a931b9-fc17-4f06-84b2-c7a88283b5ac,ad9fe5bf-c6c2-415a-8c18-5f584e3255da,2025-07-08 12:45:04.766423,3,main_dining,[],pending,105,regular_dining,Michael Brown,booth
aa3d220d-41a2-4d6f-a648-263cb730cbb5,e3f8487c-a634-43f9-a8c2-c15fb7f15685,2025-07-09 20:45:04.766509,1,main_dining,"['window seat', 'anniversary celebration', 'quiet table']",confirmed,75,regular_dining,Sarah Johnson,2-top
077ebd48-ad1b-4614-b5a6-4ecaf0af1b04,dffa42f0-023b-4525-a9ff-7c3e0c9accf4,2025-07-25 17:45:04.766600,2,bar,[],pending,90,regular_dining,Emily Davis,bar
55db4066-11a7-4397-aadc-aedaaecd1d22,bbf7ba83-7244-449d-bae2-0bcaafa13ad0,2025-07-07 21:15:04.766688,4,outdoor_patio,[],pending,120,business_meeting,Michael Brown,booth
ed5766ec-8f8c-4096-9ebc-9d513d70d7d2,4955ca00-4785-4f63-a7de-d071dccb5b5a,2025-06-30 15:30:04.766774,4,main_dining,[],cancelled,120,regular_dining,James Taylor,booth
5aa5cd89-e363-4103-a761-373d365d6c7e,9fc93e39-cce6-4034-b1ee-1fc4377df411,2025-07-29 15:15:04.766863,6,main_dining,[],cancelled,150,regular_dining,Lisa Anderson,6-top
dd620531-4e55-48c4-881c-1fc79165944d,fbe942ff-96eb-4f0f-b972-3b6a18c68013,2025-07-22 20:00:04.766948,5,main_dining,[],cancelled,135,special_celebration,James Taylor,6-top
c9ff2314-9835-4200-bb4b-e97661f7f90a,b0c9704f-52a1-46a6-a21b-fffc268cd84f,2025-07-03 13:00:04.767032,4,outdoor_patio,[],pending,120,business_meeting,John Smith,4-top
2cb558ad-e902-42ea-aa8a-8bf0bca5ebb4,f6e80fbc-21c9-4fdc-bb09-e90a3689c7cc,2025-07-20 20:15:04.767117,2,outdoor_patio,[],confirmed,90,regular_dining,Michael Brown,2-top
964bc996-6024-4f7b-bf5a-94f50c50c1e9,ba5a7eee-217c-4ebd-b6b7-c7cad4eb2d7f,2025-07-18 19:00:04.767202,2,outdoor_patio,[],pending,90,regular_dining,Jennifer Martinez,2-top
d2e948c1-acee-4068-8fab-8299650013b1,001da8d8-1600-4a2a-b8ca-23c5919f3385,2025-07-29 21:45:04.767286,3,main_dining,[],cancelled,105,regular_dining,John Smith,booth
6e2cc434-66aa-4b39-a02e-1a557c7abb4f,5f562249-acc0-47e1-ace0-d950776c1fbc,2025-07-15 20:30:04.767372,2,outdoor_patio,"['quiet table', 'special dietary requirements', 'booth']",confirmed,90,regular_dining,Michael Brown,bar
ebc9200b-bc76-4f6a-b13d-0bac3843183e,837110e3-8f24-4ff4-878d-dd901c6afb0e,2025-07-20 16:00:04.767467,2,bar,[],cancelled,90,regular_dining,Lisa Anderson,booth
36ae333f-3a84-4339-84ff-86be9ad36126,40e541be-2332-45ed-bb50-dacce549140b,2025-07-07 17:15:04.767558,4,outdoor_patio,"['booth', 'wheelchair accessible']",cancelled,120,business_meeting,Jennifer Martinez,4-top
3cb7b762-fd40-490d-9232-08206989781e,899f26de-0034-49ff-80b2-957df2cc4e35,2025-07-23 11:30:04.767653,4,outdoor_patio,[],confirmed,120,regular_dining,Emily Davis,booth
f2d2c998-a346-46bc-8981-a3ca916270e9,2c8453a8-be78-42c5-9159-25b103540be9,2025-07-13 11:30:04.767743,2,outdoor_patio,[],confirmed,90,regular_dining,Lisa Anderson,2-top
20d8c67a-b120-4097-ba09-5151271b8add,62b19bff-2865-4851-b7ba-a1182ee1f54c,2025-07-11 17:30:04.767833,4,main_dining,[],pending,120,regular_dining,James Taylor,booth
a7e70ff7-83cf-4e81-8641-542f28a23e8b,2fe9a7de-ebdf-493a-a5f2-7e38e2e61832,2025-07-16 11:45:04.767921,3,outdoor_patio,[],confirmed,105,regular_dining,Michael Brown,4-top
1e177cc3-b2bd-4b0d-a18d-e43f5686cbd2,87c26b74-ab06-42f9-b90b-2368156c44ec,2025-07-17 18:00:04.768012,3,main_dining,[],confirmed,105,special_celebration,Emily Davis,4-top
dc5dd4a5-0917-412e-8aa5-f8644843a373,ec01986f-b795-44b8-b243-2ad9f4b55101,2025-07-02 12:30:04.768096,2,bar,['high chair'],confirmed,90,regular_dining,Sarah Johnson,bar
41edd0c2-762b-443f-98cf-c3cef47c858a,7c1c56f1-3764-4c47-ad60-2823364ff33e,2025-07-21 11:45:04.768184,8,private_room,[],confirmed,180,birthday,Emily Davis,8-top
8b4212e9-a200-4891-8971-561244dd0b2b,d0d4e5b3-38c7-46ed-91c1-c7a398ef875f,2025-07-15 17:15:04.768267,4,outdoor_patio,['birthday celebration'],cancelled,120,anniversary,Emily Davis,4-top
3a4e5324-944a-4445-8c84-7f73b3c91710,f7e3902d-f6c8-4b54-92a2-d8ebf9289a28,2025-07-07 11:15:04.768355,2,bar,[],confirmed,90,regular_dining,Sarah Johnson,2-top
ff7e73e5-4958-43e8-b8c4-7f9711c49e70,28989a2e-50e0-4070-96b2-b341dc131f44,2025-07-26 13:15:04.768438,2,outdoor_patio,[],cancelled,90,regular_dining,David Wilson,booth
7a66fb3e-799b-4f64-96a0-81c3394de6b1,5277a9da-07fc-490d-885c-a296c89e66aa,2025-07-25 15:15:04.768522,4,main_dining,['special dietary requirements'],cancelled,120,regular_dining,Emily Davis,4-top
9d290627-db29-4c0c-aac0-61ba9f498736,0c610339-65f1-4e73-b51a-0ca9fb0669b1,2025-07-03 11:15:04.768609,2,main_dining,[],confirmed,90,regular_dining,Emily Davis,2-top
841b8ca0-a60e-4032-884d-0ccd077a6c00,3662d43b-84c7-48b1-a7f2-ce6cce2a8509,2025-07-28 17:00:04.768693,1,bar,"['quiet table', 'booth']",confirmed,75,regular_dining,Emily Davis,2-top
56e57a7e-ea0c-4be4-b64d-95c7ee71fe97,bebcec1c-d8f4-4872-add2-7a59879c77fa,2025-07-06 11:45:04.768784,2,outdoor_patio,[],pending,90,regular_dining,James Taylor,booth
2e65a547-bc3b-4ec3-b6be-5cecdc65e511,b8fde071-4c33-41e2-80df-4eeb86f6cf69,2025-07-16 17:30:04.768868,1,outdoor_patio,[],pending,75,anniversary,David Wilson,booth
e48184c6-e433-4ccb-a8f9-91becd6d4ec5,3d27e738-e218-489f-bd56-c5da207d5de9,2025-07-06 18:30:04.768952,4,main_dining,"['birthday celebration', 'special dietary requirements', 'window seat']",confirmed,120,birthday,Michael Brown,booth
3af00f29-917a-44b9-acdf-e3d2287a9c2b,1850c50a-e15a-4a7f-a458-2a3733acf0eb,2025-07-08 15:00:04.769040,2,outdoor_patio,[],confirmed,90,regular_dining,Lisa Anderson,2-top
0180219d-b4bd-4a8e-9452-a10d892ad5fc,779fc538-4495-4058-bcff-dfe4a98e428f,2025-07-23 13:30:04.769123,3,main_dining,[],pending,105,business_meeting,Lisa Anderson,booth
63e6d9fa-7627-4c0c-abcc-e2b43a5fe4ea,d0d4e5b3-38c7-46ed-91c1-c7a398ef875f,2025-07-13 12:45:04.769208,2,bar,[],pending,90,regular_dining,Sarah Johnson,2-top
b9b762b4-f954-40d1-afcc-d2f6e399e88f,32f93071-b3e3-4160-b605-f10441c1da4e,2025-07-03 14:30:04.769290,2,bar,[],confirmed,90,regular_dining,Emily Davis,booth
ca6832e6-bd99-42c2-a62a-78280bebaf4f,ddcb32b0-6956-40e1-a618-1a406290e439,2025-07-24 14:15:04.769379,4,main_dining,"['window seat', 'wheelchair accessible']",pending,120,regular_dining,Jennifer Martinez,booth
da27f7de-0fa6-429b-a9db-7729651fa81c,54060270-d974-40d0-839d-39a7ebf6306c,2025-07-04 13:15:04.769464,2,main_dining,['booth'],confirmed,90,regular_dining,Michael Brown,booth
8e8b8d83-d814-4b23-ac06-ccca5b7d6dce,24ce70e5-ed96-4bc3-b22e-92e2e82caa53,2025-07-28 16:30:04.769551,2,outdoor_patio,[],confirmed,90,birthday,James Taylor,2-top
6fd1b731-e3c4-4a30-acbd-a0ba99824260,90eb4381-c8cc-4ec6-bc2d-0e5df7dcef5f,2025-07-22 20:15:04.769635,1,bar,[],cancelled,75,regular_dining,Michael Brown,booth
6bdf30d0-0749-41b1-8a50-bee79a64ac5e,6a9f771f-dbec-4cf6-b302-ce20753e6048,2025-07-13 12:45:04.769719,7,private_room,"['birthday celebration', 'booth']",pending,165,regular_dining,Jennifer Martinez,7-top
5a1d6d54-2c2f-42a2-b28b-48cab84c97b2,5897a97b-a720-4c9c-b6ae-e9309d801062,2025-07-28 16:00:04.769805,2,outdoor_patio,[],confirmed,90,special_celebration,Emily Davis,booth
